name,url,language,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
administrate,https://github.com/thoughtbot/administrate,Ruby,71,0,215,9,3.9,2,188,135,1.5,461,0.63207
decidim,https://github.com/decidim/decidim,Ruby,53,0,104,7,12.9,6,660,517,1.7,186,0.63195
Markus,https://github.com/MarkUsProject/Markus,Ruby,152,0,217,4,10.2,15,194,182,0.2,629,0.63169
puppetlabs-apache,https://github.com/puppetlabs/puppetlabs-apache,Ruby,126,0,531,5,2.6,6,46,41,1.8,253,0.63087
backup,https://github.com/backup/backup,Ruby,137,1,122,12,0.2,1,70,61,1,18687,0.63042
fluent-plugin-elasticsearch,https://github.com/uken/fluent-plugin-elasticsearch,Ruby,96,0,92,9,3.4,22,62,50,2.5,149,0.63037
brakeman,https://github.com/presidentbeef/brakeman,Ruby,126,0,130,7,1.7,8,33,25,1.3,2008,0.62905
omniauth,https://github.com/omniauth/omniauth,Ruby,131,0,195,11,0.2,2,45,38,1.4,1914,0.62822
greenlight,https://github.com/bigbluebutton/greenlight,Ruby,51,0,35,7,6.2,29,346,295,1.7,631,0.62786
autoprefixer-rails,https://github.com/ai/autoprefixer-rails,Ruby,94,1,48,8,1.5,28,7,6,3.4,4934,0.6276
gollum,https://github.com/gollum/gollum,Ruby,131,0,192,5,1.8,8,40,21,2.4,796,0.6264
omnibus,https://github.com/chef/omnibus,Ruby,110,0,151,7,2.2,17,34,28,0.4,1868,0.6249
blacklight,https://github.com/projectblacklight/blacklight,Ruby,136,0,121,12,3.7,11,68,54,0.5,494,0.62408
azure-sdk-for-ruby,https://github.com/Azure/azure-sdk-for-ruby,Ruby,106,1,81,9,1.6,16,88,68,0.4,4141,0.62303
bolt,https://github.com/puppetlabs/bolt,Ruby,41,0,103,4,17.3,50,348,299,0.9,406,0.62209
bullet,https://github.com/flyerhzm/bullet,Ruby,138,0,141,10,0.5,8,24,13,1.2,1352,0.62151
rspec-mocks,https://github.com/rspec/rspec-mocks,Ruby,140,0,167,6,0.8,11,39,30,1.2,1390,0.62146
sidekiq-unique-jobs,https://github.com/mhenrixon/sidekiq-unique-jobs,Ruby,102,0,82,7,1.6,24,29,21,1.9,794,0.62127
airbrake,https://github.com/airbrake/airbrake,Ruby,159,1,235,6,1.6,15,11,10,2.4,880,0.62005
better_errors,https://github.com/BetterErrors/better_errors,Ruby,98,0,91,9,2,11,44,26,1.2,998,0.62002
rollbar-gem,https://github.com/rollbar/rollbar-gem,Ruby,101,0,157,9,1.2,12,28,18,0.8,1126,0.62002
geocoder,https://github.com/alexreisner/geocoder,Ruby,142,1,355,8,1.5,7,19,10,1.7,668,0.61951
yard,https://github.com/lsegal/yard,Ruby,168,0,137,6,1.1,6,17,9,2.2,2031,0.61839
money,https://github.com/RubyMoney/money,Ruby,148,1,276,10,0.5,7,18,9,1.9,718,0.61703
homeland,https://github.com/ruby-china/homeland,Ruby,107,0,151,10,7.1,6,79,70,1.5,71,0.61691
kaminari,https://github.com/kaminari/kaminari,Ruby,120,0,156,10,0.6,1,24,6,1.8,2697,0.61636
loofah,https://github.com/flavorjones/loofah,Ruby,147,1,48,12,0.7,4,7,5,1.9,22554,0.61521
sharetribe,https://github.com/sharetribe/sharetribe,Ruby,151,0,102,3,8.8,2,112,106,0.2,13264,0.61504
alaveteli,https://github.com/mysociety/alaveteli,Ruby,163,0,86,4,11.6,3,251,129,1.4,699,0.61429
asciidoctor-pdf,https://github.com/asciidoctor/asciidoctor-pdf,Ruby,85,0,62,9,23.3,7,87,66,1.9,86,0.61336
mutant,https://github.com/mbj/mutant,Ruby,103,0,66,12,4.1,18,164,136,0.9,131,0.61206
json,https://github.com/flori/json,Ruby,138,0,78,8,1.6,5,20,13,1.1,3585,0.6119
react_on_rails,https://github.com/shakacode/react_on_rails,Ruby,65,0,185,8,1.6,38,27,17,2,165,0.61129
diaper,https://github.com/rubyforgood/diaper,Ruby,45,0,200,7,9.5,11,188,165,0.7,154,0.61129
openstreetmap-website,https://github.com/openstreetmap/openstreetmap-website,Ruby,176,0,203,5,12,0,214,167,1.8,232,0.61006
pact_broker,https://github.com/pact-foundation/pact_broker,Ruby,106,0,62,7,9.5,21,19,11,2.2,209,0.6094
hitobito,https://github.com/hitobito/hitobito,Ruby,103,0,44,6,12.1,11,150,85,0.6,864,0.60934
cancancan,https://github.com/CanCanCommunity/cancancan,Ruby,135,0,191,10,1.6,2,41,25,1.8,263,0.6084
rubocop-performance,https://github.com/rubocop-hq/rubocop-performance,Ruby,31,0,59,10,2.3,8,35,28,2.2,1929,0.60833
solargraph,https://github.com/castwide/solargraph,Ruby,47,0,36,8,5.2,33,48,22,2.7,507,0.60818
test-kitchen,https://github.com/test-kitchen/test-kitchen,Ruby,106,0,204,9,2.6,16,25,14,0.8,187,0.60707
explore,https://github.com/github/explore,Ruby,40,0,502,4,13.4,0,179,176,0.8,921,0.60628
puppetlabs-mysql,https://github.com/puppetlabs/puppetlabs-mysql,Ruby,117,0,347,5,1.4,7,31,27,1.3,346,0.6058
travis-build,https://github.com/travis-ci/travis-build,Ruby,112,0,274,9,4.8,1,19,13,0.4,1093,0.60507
ransack,https://github.com/activerecord-hackery/ransack,Ruby,119,0,189,5,1.2,3,92,55,1.7,610,0.60475
chromebrew,https://github.com/skycocker/chromebrew,Ruby,90,0,132,7,14.9,1,515,456,1.8,43,0.60423
html-proofer,https://github.com/gjtorikian/html-proofer,Ruby,95,0,66,11,1.6,2,32,28,1.7,1662,0.60418
oracle-enhanced,https://github.com/rsim/oracle-enhanced,Ruby,154,0,110,9,1.2,8,53,40,1.2,320,0.6035
carrierwave,https://github.com/carrierwaveuploader/carrierwave,Ruby,150,1,412,10,0.2,5,33,16,0.7,677,0.6031
homebrew-cask-fonts,https://github.com/Homebrew/homebrew-cask-fonts,Ruby,86,0,376,6,68.6,0,1281,1281,0.1,25,0.60246
chef-dk,https://github.com/chef/chef-dk,Ruby,106,0,170,4,7.3,143,59,56,0.5,236,0.60194
vagrant-libvirt,https://github.com/vagrant-libvirt/vagrant-libvirt,Ruby,94,0,207,8,1.2,5,91,72,1.7,120,0.60137
active_scaffold,https://github.com/activescaffold/active_scaffold,Ruby,169,2,142,11,1.9,10,9,8,2.9,369,0.60123
www.ruby-lang.org,https://github.com/ruby/www.ruby-lang.org,Ruby,114,0,407,8,6.3,0,123,105,0.7,141,0.60099
24pullrequests,https://github.com/24pullrequests/24pullrequests,Ruby,99,0,266,10,5.2,0,94,91,0.3,487,0.60085
rack-mini-profiler,https://github.com/MiniProfiler/rack-mini-profiler,Ruby,106,0,179,8,0.9,4,18,10,1.3,930,0.60036
haml,https://github.com/haml/haml,Ruby,176,1,173,8,0.7,2,12,9,2.5,1683,0.59959
asset_sync,https://github.com/AssetSync/asset_sync,Ruby,115,0,114,10,0.3,7,5,2,4.6,256,0.59948
tzinfo,https://github.com/tzinfo/tzinfo,Ruby,187,0,20,9,0.9,9,6,6,4.3,1859,0.59938
facter,https://github.com/puppetlabs/facter,Ruby,125,0,31,3,13.1,19,144,131,1.3,599,0.59807
friendly_id,https://github.com/norman/friendly_id,Ruby,158,0,184,11,0.3,7,19,13,1.5,250,0.59796
pages-gem,https://github.com/github/pages-gem,Ruby,90,0,59,8,0.6,6,25,14,0.4,11647,0.59766
pry,https://github.com/pry/pry,Ruby,122,1,212,7,0.5,7,27,9,0.9,2012,0.59735
activerecord-import,https://github.com/zdennis/activerecord-import,Ruby,131,1,134,7,0.8,6,22,17,2.4,843,0.59728
parallel,https://github.com/grosser/parallel,Ruby,141,1,63,9,0.2,9,9,8,1.9,3835,0.59693
acts-as-taggable-on,https://github.com/mbleigh/acts-as-taggable-on,Ruby,159,0,201,11,0.1,4,20,5,1.3,629,0.5966
nanoc,https://github.com/nanoc/nanoc,Ruby,167,0,92,7,1.4,7,9,6,3.9,310,0.5966
rails_event_store,https://github.com/RailsEventStore/rails_event_store,Ruby,70,0,62,9,16.6,9,179,153,0.9,71,0.5965
conjur,https://github.com/cyberark/conjur,Ruby,55,0,61,4,11.6,16,209,171,1.1,378,0.59586
celluloid,https://github.com/celluloid/celluloid,Ruby,119,0,113,8,0.4,7,9,5,1.6,1260,0.59577
skylight-ruby,https://github.com/skylightio/skylight-ruby,Ruby,90,0,41,7,3.1,24,13,11,2.2,507,0.59387
samson,https://github.com/zendesk/samson,Ruby,80,0,191,5,4.2,184,46,41,0.7,154,0.5932
dry-validation,https://github.com/dry-rb/dry-validation,Ruby,66,0,69,12,6,9,13,8,4.1,77,0.59304
twilio-ruby,https://github.com/twilio/twilio-ruby,Ruby,137,0,99,6,1.9,29,9,6,1.1,600,0.59285
rubyzip,https://github.com/rubyzip/rubyzip,Ruby,231,4,116,10,1.4,3,10,2,1,13487,0.59109
kubeclient,https://github.com/abonas/kubeclient,Ruby,73,0,62,9,1.3,11,27,20,2.7,263,0.59108
Xcodeproj,https://github.com/CocoaPods/Xcodeproj,Ruby,111,0,144,12,1.3,6,27,12,1.2,218,0.59061
reek,https://github.com/troessner/reek,Ruby,150,0,98,9,1.7,13,22,17,1.4,152,0.59054
rdf,https://github.com/ruby-rdf/rdf,Ruby,160,0,42,12,1.9,8,8,7,2.1,659,0.5905
ifme,https://github.com/ifmeorg/ifme,Ruby,81,0,318,4,9.8,82,151,128,1.5,7,0.5901
byebug,https://github.com/deivid-rodriguez/byebug,Ruby,95,0,73,5,2.8,4,64,54,0.6,2855,0.58936
WikiEduDashboard,https://github.com/WikiEducationFoundation/WikiEduDashboard,Ruby,74,0,157,5,21.2,0,113,91,1.3,316,0.58901
joss,https://github.com/openjournals/joss,Ruby,60,0,70,11,2.9,0,53,34,2.4,1068,0.58851
otwarchive,https://github.com/otwcode/otwarchive,Ruby,156,0,147,2,4.5,167,86,65,0.4,671,0.58824
puppetlabs-postgresql,https://github.com/puppetlabs/puppetlabs-postgresql,Ruby,106,0,288,4,1.9,7,30,25,2.1,137,0.58795
net-ssh,https://github.com/net-ssh/net-ssh,Ruby,163,1,197,9,1.1,9,6,3,1.2,693,0.58721
newrelic-ruby-agent,https://github.com/newrelic/newrelic-ruby-agent,Ruby,163,0,224,2,20.8,2,89,61,1.6,181,0.58669
alchemy_cms,https://github.com/AlchemyCMS/alchemy_cms,Ruby,129,0,109,6,6.6,14,69,57,1,59,0.58605
aruba,https://github.com/cucumber/aruba,Ruby,132,0,87,8,3.5,9,30,25,0.4,441,0.58556
vcr,https://github.com/vcr/vcr,Ruby,132,0,155,12,0.7,1,15,8,1.8,482,0.58503
spring,https://github.com/rails/spring,Ruby,97,3,107,11,0.1,5,23,7,1.6,4080,0.58499
archivesspace,https://github.com/archivesspace/archivesspace,Ruby,103,1,85,7,11.5,6,157,134,0.6,209,0.58441
grape-swagger,https://github.com/ruby-grape/grape-swagger,Ruby,103,2,169,11,0.7,7,10,8,2.1,514,0.58436
ruby-jwt,https://github.com/jwt/ruby-jwt,Ruby,120,0,102,7,1.1,1,37,29,2.4,470,0.58361
rufus-scheduler,https://github.com/jmettraux/rufus-scheduler,Ruby,155,0,59,9,0.9,5,12,10,2.8,359,0.5831
formtastic,https://github.com/formtastic/formtastic,Ruby,155,0,228,9,0.9,6,11,5,2.9,47,0.58308
dpl,https://github.com/travis-ci/dpl,Ruby,92,1,215,13,1.8,1,31,19,1.1,649,0.58247
httparty,https://github.com/jnunemaker/httparty,Ruby,151,0,227,7,0.3,4,12,8,0.8,889,0.58245
sprockets,https://github.com/rails/sprockets,Ruby,153,6,209,8,0.4,10,16,5,0.8,4663,0.58231
puppetlabs-stdlib,https://github.com/puppetlabs/puppetlabs-stdlib,Ruby,120,0,257,5,1,8,28,25,0.8,288,0.58228
rails-i18n,https://github.com/svenfuchs/rails-i18n,Ruby,151,2,534,10,0.5,0,15,5,1.5,930,0.58178
capistrano,https://github.com/capistrano/capistrano,Ruby,144,4,265,7,0.4,5,9,6,2,1623,0.58066
markup,https://github.com/github/markup,Ruby,136,1,100,5,0,6,44,13,1.1,5329,0.58064
salt,https://github.com/saltstack/salt,Python,120,0,3636,7,62.6,21,1641,679,1.1,20974,0.87814
core,https://github.com/home-assistant/core,Python,89,0,2520,9,162.7,205,5330,3786,3.5,380,0.87147
cpython,https://github.com/python/cpython,Python,370,0,1564,8,53.6,15,1952,1564,2.7,8924,0.868
scikit-learn,https://github.com/scikit-learn/scikit-learn,Python,134,0,2108,8,26.6,6,1122,599,2.6,31148,0.86068
numpy,https://github.com/numpy/numpy,Python,232,0,1227,9,41.5,16,1104,796,3.2,8818,0.85986
airflow,https://github.com/apache/airflow,Python,76,0,1682,10,67.2,11,3024,2253,2.8,3370,0.85664
buildbot,https://github.com/buildbot/buildbot,Python,184,0,773,8,19.6,12,219,185,1.6,475372,0.85477
django,https://github.com/django/django,Python,188,0,2441,4,24.3,19,462,370,2.2,33462,0.84
erpnext,https://github.com/frappe/erpnext,Python,116,0,424,8,49.5,39,961,683,0.7,84598,0.8359
edx-platform,https://github.com/edx/edx-platform,Python,110,0,959,3,51.4,255,1017,915,3.4,14138,0.82864
pytest,https://github.com/pytest-dev/pytest,Python,170,0,681,8,21.8,19,449,342,2.3,23732,0.82623
frappe,https://github.com/frappe/frappe,Python,116,0,417,6,72.6,43,651,525,1.2,38347,0.82178
sympy,https://github.com/sympy/sympy,Python,164,0,1024,4,68.7,7,796,415,5.1,5879,0.81765
pip,https://github.com/pypa/pip,Python,149,0,576,9,33,8,660,410,4.3,5126,0.81587
staged-recipes,https://github.com/conda-forge/staged-recipes,Python,65,0,2153,10,229.7,0,944,798,4,1129,0.81292
galaxy,https://github.com/galaxyproject/galaxy,Python,172,0,343,8,88,13,964,584,1.6,7312,0.80188
Cura,https://github.com/Ultimaker/Cura,Python,80,0,316,6,35.6,14,794,513,3.3,17361,0.79817
compose,https://github.com/docker/compose,Python,86,1,401,6,4.3,25,519,303,1.7,407375,0.79666
rasa,https://github.com/RasaHQ/rasa,Python,51,0,452,4,113.5,65,1180,785,2.2,9071,0.79205
celery,https://github.com/celery/celery,Python,142,0,1068,8,7.1,13,347,194,2.8,3975,0.78293
Paddle,https://github.com/PaddlePaddle/Paddle,Python,53,0,486,5,66.5,12,2722,1935,1.7,6994,0.782
meson,https://github.com/mesonbuild/meson,Python,98,0,608,6,28.2,17,534,290,2.3,5229,0.78112
models,https://github.com/tensorflow/models,Python,60,0,769,4,39.5,5,536,279,2.5,32638,0.78027
awx,https://github.com/ansible/awx,Python,95,0,400,8,55.6,5,1299,702,2.3,3637,0.77853
zulip,https://github.com/zulip/zulip,Python,101,0,746,4,112.6,11,1273,407,1.8,2352,0.77392
sentry,https://github.com/getsentry/sentry,Python,154,0,565,2,109.2,14,22537,22234,0.1,16159,0.7705
rosdistro,https://github.com/ros/rosdistro,Python,109,0,1525,7,77.6,4,1215,1188,0.4,1729,0.76881
transformers,https://github.com/huggingface/transformers,Python,26,0,740,5,62.2,25,2640,2103,2.3,1332,0.767
Pillow,https://github.com/python-pillow/Pillow,Python,127,0,343,7,18.3,8,346,249,2.2,9743,0.76321
biopython,https://github.com/biopython/biopython,Python,256,0,367,7,19.6,3,211,156,2.8,16208,0.76151
pants,https://github.com/pantsbuild/pants,Python,119,0,243,4,33.5,65,704,579,1.6,9110,0.76065
addons-server,https://github.com/mozilla/addons-server,Python,136,0,838,7,81.6,89,802,722,1.3,169,0.75873
rq,https://github.com/rq/rq,Python,111,1,220,7,2.2,13,83,58,1.9,381526,0.75119
pymatgen,https://github.com/materialsproject/pymatgen,Python,112,0,231,8,24.8,20,75,51,2.8,4844,0.74993
weblate,https://github.com/WeblateOrg/weblate,Python,108,0,1019,3,166.2,21,686,598,1.9,227,0.74863
azure-cli,https://github.com/Azure/azure-cli,Python,60,0,595,4,27.7,28,1926,920,1.9,1530,0.74838
sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,Python,189,0,448,5,12.7,11,257,230,3.9,2630,0.74776
moto,https://github.com/spulec/moto,Python,96,0,720,10,13.6,14,313,242,1.9,586,0.74278
django-rest-framework,https://github.com/encode/django-rest-framework,Python,122,0,1163,9,3.1,12,207,121,1.6,2018,0.74249
cython,https://github.com/cython/cython,Python,173,0,411,8,16.9,12,186,100,2.1,2376,0.74208
bokeh,https://github.com/bokeh/bokeh,Python,107,0,541,7,12.7,10,393,258,2.2,1771,0.74128
cupy,https://github.com/cupy/cupy,Python,70,0,253,7,64.7,25,691,542,3.7,233,0.74112
mypy,https://github.com/python/mypy,Python,99,0,436,7,9.5,6,562,321,1.8,5390,0.7391
wagtail,https://github.com/wagtail/wagtail,Python,84,0,540,7,21.5,23,380,218,1.8,922,0.73898
ipython,https://github.com/ipython/ipython,Python,188,1,792,8,7.5,7,263,126,1.2,11140,0.73893
saleor,https://github.com/mirumee/saleor,Python,96,0,191,4,43.6,25,543,456,2.4,2693,0.73861
requests,https://github.com/psf/requests,Python,120,0,674,8,1.3,14,165,126,1.6,7339,0.73684
urllib3,https://github.com/urllib3/urllib3,Python,134,0,267,8,3.7,7,174,134,2.7,9686,0.73301
commcare-hq,https://github.com/dimagi/commcare-hq,Python,144,0,190,2,188.3,1221,425,354,1.2,4790,0.73253
spaCy,https://github.com/explosion/spaCy,Python,79,0,540,6,9.8,8,469,421,1.7,4155,0.73235
xonsh,https://github.com/xonsh/xonsh,Python,72,0,242,7,16.6,11,345,226,3.4,2343,0.73205
aws-cli,https://github.com/aws/aws-cli,Python,99,0,325,6,12.4,150,630,366,1.4,2155,0.73142
numba,https://github.com/numba/numba,Python,107,0,240,7,46,1,524,301,2.9,3113,0.73101
mne-python,https://github.com/mne-tools/mne-python,Python,122,0,237,9,17.9,13,483,375,4.8,180,0.73039
oppia,https://github.com/oppia/oppia,Python,99,0,457,3,30.2,11,1052,778,5,316,0.72651
psychopy,https://github.com/psychopy/psychopy,Python,155,0,165,9,30.9,18,311,263,1.4,1182,0.72555
content,https://github.com/demisto/content,Python,56,0,196,2,118.4,35,1724,1569,1.7,2603,0.72476
nova,https://github.com/openstack/nova,Python,129,0,1719,5,15.6,24,0,0,0,107839,0.72444
AdguardFilters,https://github.com/AdguardTeam/AdguardFilters,Python,78,0,61,2,395.7,0,6619,6141,1.6,37118,0.72384
pylint,https://github.com/PyCQA/pylint,Python,179,0,351,7,7.7,7,265,121,2.2,3517,0.72312
setuptools,https://github.com/pypa/setuptools,Python,268,0,405,4,11.5,7,163,89,2,10611,0.72179
openlibrary,https://github.com/internetarchive/openlibrary,Python,148,0,217,5,32.8,32,745,489,1.3,1036,0.72139
snakemake,https://github.com/snakemake/snakemake,Python,111,0,193,10,8.8,42,245,141,2.6,615,0.71839
osf.io,https://github.com/CenterForOpenScience/osf.io,Python,93,0,217,7,6.2,333,104,79,0.7,21176,0.71819
distributed,https://github.com/dask/distributed,Python,64,0,224,6,9.4,26,342,207,3.4,1557,0.71806
aiohttp,https://github.com/aio-libs/aiohttp,Python,88,0,566,9,6.4,4,627,535,1.8,966,0.71589
libcloud,https://github.com/apache/libcloud,Python,135,0,418,10,14.4,7,48,31,1.9,1755,0.71572
ckan,https://github.com/ckan/ckan,Python,170,1,333,8,15.8,7,269,140,1.2,5355,0.71439
fonttools,https://github.com/fonttools/fonttools,Python,256,0,107,8,12.1,30,83,57,2.2,3823,0.71333
Python,https://github.com/TheAlgorithms/Python,Python,54,0,687,7,12.6,0,1576,1537,2.2,2062,0.713
scikit-image,https://github.com/scikit-image/scikit-image,Python,138,0,472,10,8.6,1,258,174,3.6,680,0.7121
hypothesis,https://github.com/HypothesisWorks/hypothesis,Python,95,0,239,5,12.8,131,111,80,1.8,4445,0.71204
conda,https://github.com/conda/conda,Python,100,0,344,8,5.7,7,361,121,1.7,3017,0.71163
azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,Python,106,0,294,3,42.3,734,2279,1784,1.2,469,0.71163
qutebrowser,https://github.com/qutebrowser/qutebrowser,Python,86,0,362,5,37.2,11,311,192,2.7,521,0.71041
vision,https://github.com/pytorch/vision,Python,50,0,346,8,10.9,7,659,473,2.1,1217,0.70792
cryptography,https://github.com/pyca/cryptography,Python,90,0,223,7,6.8,11,1078,1062,0.3,6800,0.70724
sunpy,https://github.com/sunpy/sunpy,Python,119,0,163,7,25.1,16,722,584,1.7,411,0.70604
openbmc,https://github.com/openbmc/openbmc,Python,65,0,205,3,43.3,8,80,48,2.2,19252,0.70522
espnet,https://github.com/espnet/espnet,Python,37,0,134,6,54.2,12,387,302,3.1,1352,0.70408
isort,https://github.com/PyCQA/isort,Python,89,0,219,5,19.8,35,151,133,1.9,1593,0.70372
botocore,https://github.com/boto/botocore,Python,99,0,151,6,13.6,139,157,97,1.3,4293,0.70367
twisted,https://github.com/twisted/twisted,Python,237,0,217,7,20.7,6,107,79,1.9,2428,0.7031
boto3,https://github.com/boto/boto3,Python,77,0,108,5,9.8,115,211,125,1.7,10575,0.70242
netbox,https://github.com/netbox-community/netbox,Python,59,0,161,9,42.9,45,1146,1049,0.8,263,0.6988
mitmproxy,https://github.com/mitmproxy/mitmproxy,Python,132,0,379,6,9.9,7,285,225,1.3,1562,0.69872
jupyterhub,https://github.com/jupyterhub/jupyterhub,Python,80,0,233,11,7.1,6,300,243,1.3,2364,0.69852
pyramid,https://github.com/Pylons/pyramid,Python,152,0,336,9,3.4,12,206,203,0.3,4404,0.69755
nvda,https://github.com/nvaccess/nvda,Python,175,0,160,3,39.5,18,547,238,2.7,759,0.69745
flask,https://github.com/pallets/flask,Python,131,0,707,6,3,1,3649,3641,0,4664,0.69514
tribler,https://github.com/Tribler/tribler,Python,186,0,127,10,14.1,24,487,259,2.3,147,0.69443
cinder,https://github.com/openstack/cinder,Python,105,0,1225,6,8.2,24,0,0,0,45618,0.69393
kivy,https://github.com/kivy/kivy,Python,124,0,523,6,4.1,1,681,455,0.8,5474,0.69284
mmdetection,https://github.com/open-mmlab/mmdetection,Python,29,0,182,13,12.4,7,793,628,1.7,1736,0.69283
jumpserver,https://github.com/jumpserver/jumpserver,Python,79,0,119,4,14.6,29,714,531,0.7,6263,0.69234
nipype,https://github.com/nipy/nipype,Python,139,1,212,10,4.5,4,44,27,2.6,9186,0.69144
glance,https://github.com/openstack/glance,Python,127,0,601,7,3.1,16,2,2,1,17795,0.69114
pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Python,21,0,351,6,43.2,28,2073,1727,3.1,48,0.69051
conan,https://github.com/conan-io/conan,Python,62,0,234,6,12.6,33,689,431,2.2,302,0.69006
easylist,https://github.com/easylist/easylist,Python,135,0,121,3,233.8,0,817,429,0.6,13252,0.68967
fairseq,https://github.com/pytorch/fairseq,Python,41,0,281,3,11.9,2,565,327,2.2,19723,0.68919
typeshed,https://github.com/python/typeshed,Python,71,0,819,8,18.4,0,350,296,1.4,894,0.68737
InstaPy,https://github.com/timgrossmann/InstaPy,Python,52,0,291,6,4.1,9,311,254,2.5,2037,0.68625
pre-commit,https://github.com/pre-commit/pre-commit,Python,83,0,113,8,3.3,20,151,144,2.7,1849,0.68598
xarray,https://github.com/pydata/xarray,Python,88,0,286,8,8.6,5,418,217,2.4,470,0.68593
prefect,https://github.com/PrefectHQ/prefect,Python,46,0,169,6,74.9,51,502,401,2.1,143,0.68584
datasets,https://github.com/tensorflow/datasets,Python,28,0,177,5,30.1,9,513,382,1.8,2740,0.68311
